21844.20117	15671.30664	17522.70508
44947.51563	18447.89648	19411.6582
44437.10156	18062.43164	18161.61328
38814.86719	19392.46094	18205.9668
50926.58594	19130.00391	17515.18945
20116.70117	19573.67188	18638.63477
21166.9043	17064.26953	18800.02148
50349.53516	14992.27344	18704.36719
46707.30078	17743.44922	19737.52539
23091.1543	17085.66016	18417.33984
23474.16016	21115.83008	18877.79492
24399.62109	18706.83594	16833.20703
32358.13867	18862.85156	16315.36719
64839.17188	18128.28125	18377.73047
72403.46094	17536.58008	17264.93555
35793.80859	18843.61133	18651.54883
30626.24219	20019.91211	18834.28906
30283.83789	19895.42969	18794.05273
26269.23828	21713.05664	17918.93945
17697.86719	29318.41406	17522.70508
26974.06055	26278.73047	19411.6582
85947.20313	20441.49414	18161.61328
96752.125	16213.90723	18205.9668
20690.97656	9462.880859	17515.18945
19934.07422	15799.42871	18638.63477
17783.99219	15389.20117	18800.02148
40060.04688	27642.76563	18704.36719
40367.54688	26538.66992	19737.52539
34259.58203	26373.66406	18417.33984
19599.06445	27092.4375	18877.79492
23880.68359	28112.5293	16833.20703
48683.55859	31432.75781	16315.36719
40541.25391	30548.55078	18377.73047
26758.00391	29485.79883	17264.93555
27728.0918	27032.08984	18651.54883
29954.97266	15671.30664	18834.28906
40612.55859	18447.89648	18794.05273
40225.08594	18062.43164	17918.93945
30693.47266	19392.46094	17522.70508
20627.80664	19130.00391	19411.6582
20601.32031	19573.67188	18161.61328
28487.94922	17064.26953	18205.9668
30553.47266	14992.27344	17515.18945
19734.59375	17743.44922	18638.63477
20959.01953	17085.66016	18800.02148
25520.64453	21115.83008	18704.36719
59160.59766	18706.83594	19737.52539
61275.18359	18862.85156	18417.33984
22855.38086	18128.28125	18877.79492
19892.25781	17536.58008	16833.20703
48036.91797	18843.61133	16315.36719
55612.92578	20019.91211	18377.73047
23406.82813	19895.42969	17264.93555
23584.01563	21713.05664	18651.54883
23245.93555	29318.41406	18834.28906
21838.48438	26278.73047	18794.05273
19963.32227	20441.49414	17918.93945
15823.81641	16213.90723	17522.70508
15018.35059	9462.880859	19411.6582
17671.98633	15799.42871	18161.61328
22403.43945	15389.20117	18205.9668
24192.43164	27642.76563	17515.18945
14354.34375	26538.66992	18638.63477
15179.2666	26373.66406	18800.02148
17466.70703	27092.4375	18704.36719
35059.28516	28112.5293	19737.52539
34898.21484	31432.75781	18417.33984
17764.16406	30548.55078	18877.79492
15851.7373	29485.79883	16833.20703
19309.20508	27032.08984	16315.36719
16010.3584	15671.30664	18377.73047
19320.87891	18447.89648	17264.93555
19202.63086	18062.43164	18651.54883
21533.82031	19392.46094	18834.28906
19635.70313	19130.00391	18794.05273
21881.60352	19573.67188	17918.93945
19639.50586	17064.26953	17522.70508
